song,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,genre
Dance Away My Broken Heart,Abby Anderson,0.102,0.691,187267,0.843,0.0,0,0.055,-5.099,0,0.0316,135.05100000000002,4,0.924,45,country
Make Him Wait,Abby Anderson,0.684,0.406,203240,0.427,1.18e-6,3,0.108,-8.177,1,0.0416,158.80200000000002,4,0.21,60,country
Milestones,Adam Brand,0.293,0.5379999999999999,216587,0.7440000000000001,0.0,8,0.127,-3.077,1,0.027,97.948,4,0.504,32,country
Why Can't She,Adam Craig,0.217,0.5529999999999999,241067,0.614,0.0,3,0.154,-5.962999999999999,1,0.0263,139.889,4,0.356,58,country
Puzzle of Us,Adam Doleac,0.213,0.632,268466,0.542,0.0,1,0.11,-7.007000000000001,1,0.0355,128.113,4,0.179,51,country
Over Did It,Adam Sanders,0.296,0.6890000000000001,191200,0.787,0.0,0,0.13,-4.553,1,0.0349,120.034,4,0.457,54,country
Hands On You,Ashley Monroe,0.0313,0.588,232187,0.415,1.39e-5,9,0.155,-8.912,0,0.0284,94.99,4,0.307,51,country
Mother's Daughter,Ashley Monroe,0.0818,0.54,230533,0.557,8.09e-6,4,0.107,-7.655,1,0.0273,108.592,4,0.513,30,country
She Wakes Me Up (Rescue Me),Ashley Monroe,0.025,0.5489999999999999,146053,0.679,2.57e-6,0,0.144,-6.519,1,0.0292,118.529,4,0.851,26,country
One Summer,Austin Burke,0.0741,0.624,230213,0.8220000000000001,0.0,7,0.332,-4.434,1,0.034,120.059,4,0.37,60,country
Slower,Austin Burke,0.251,0.6970000000000001,184640,0.531,0.000125,2,0.0954,-7.141,1,0.0268,99.98,4,0.631,69,country
Aggression,Austin Davidson,0.715,0.6659999999999999,220945,0.212,0.627,2,0.0793,-12.714,1,0.0339,120.017,4,0.0569,35,country
Flexgren,Ballgren,0.0561,0.759,65411,0.381,0.882,2,0.25,-17.651,1,0.0698,139.868,4,0.4589999999999999,31,country
Sinners,Barns Courtney,0.122,0.5,173773,0.8540000000000001,0.0,7,0.0794,-5.151,0,0.0945,94.96,4,0.4039999999999999,56,country
Little Thing Gone Wild,Black Rebel Motorcycle Club,0.000186,0.539,199800,0.8440000000000001,0.539,1,0.238,-5.604,1,0.0407,119.987,4,0.466,35,country
Ninth Configuration,Black Rebel Motorcycle Club,0.0184,0.452,412769,0.826,0.0583,4,0.09,-6.952999999999999,1,0.0552,129.033,4,0.306,26,country
Question of Faith,Black Rebel Motorcycle Club,0.188,0.4589999999999999,319823,0.6459999999999999,0.78,4,0.149,-7.322999999999999,1,0.0268,100.131,4,0.414,29,country
God's Country,Blake Shelton,0.0608,0.5379999999999999,205107,0.752,5.39e-6,10,0.118,-5.106,1,0.0396,139.984,4,0.217,72,country
Wicked Gonna Come,Blues Saraceno,0.00903,0.569,209259,0.6559999999999999,0.65,7,0.106,-6.632999999999999,0,0.0362,87.964,4,0.608,36,country
Keep It Close,Bones Owens,0.0156,0.457,220791,0.8240000000000001,2.76e-6,11,0.0997,-4.481,1,0.0381,80.01899999999999,4,0.436,56,country
Bucked Off,Brad Paisley,0.00774,0.569,253218,0.878,0.0,4,0.368,-5.234,1,0.0385,116.983,4,0.527,62,country
Dang Me,Brad Paisley,0.115,0.6779999999999999,118107,0.7120000000000001,4.73e-6,4,0.102,-5.569,1,0.0836,93.803,4,0.748,34,country
Be the Revival,Brandon Jenkins,0.429,0.5660000000000001,234057,0.495,0.0,5,0.433,-8.634,1,0.0279999999999999,154.066,4,0.4579999999999999,25,country
Fade to Black,Brandon Jenkins,0.518,0.55,246486,0.3429999999999999,0.000147,11,0.1119999999999999,-12.278,1,0.0407,143.894,4,0.352,15,country
Tail Lights in a Boomtown,Brandon Jenkins,0.314,0.588,172275,0.621,0.0145,5,0.191,-7.079,1,0.0313,143.819,4,0.437,17,country
Bottoms Up,Brantley Gilbert,0.1169999999999999,0.48,221231,0.8640000000000001,0.0,7,0.12,-5.7170000000000005,1,0.0463,170.002,4,0.524,17,country
Sucker For A Good Time,Brent Cobb,0.0645,0.57,300907,0.6459999999999999,1.16e-5,9,0.0924,-7.245,1,0.0379,130.30200000000002,4,0.802,39,country
A Holly Jolly Christmas,Brett Eldredge,0.621,0.6809999999999999,142840,0.474,1.24e-6,7,0.1369999999999999,-8.623,0,0.0423,71.957,4,0.7,42,country
Crazy Little Thing Called Love,Brett Eldredge,0.00314,0.488,160013,0.838,9.14e-6,5,0.2,-5.234,1,0.0886,167.895,4,0.647,49,country
Not Over You - Recorded at Sound Stage Studios Nashville,Brett Young,0.1159999999999999,0.598,215282,0.8079999999999999,0.0,7,0.305,-6.875,1,0.0602,141.91299999999998,4,0.5710000000000001,54,country
The Ship And The Bottle,Brett Young,0.0365,0.621,269293,0.613,0.0104,3,0.123,-8.777999999999999,1,0.0265,110.002,4,0.3389999999999999,53,country
Where You Want Me,Brett Young,0.0407,0.7490000000000001,220707,0.556,0.000286,6,0.0508,-6.502000000000001,1,0.0239,96.994,4,0.764,55,country
Believe - with Kane Brown,Brooks & Dunn,0.281,0.583,311200,0.3939999999999999,9.86e-6,9,0.0781,-7.73,1,0.0307,120.049,4,0.184,57,country
You're Gonna Miss Me When I'm Gone - with Ashley McBryde,Brooks & Dunn,0.195,0.57,258547,0.483,0.0011099999999999,7,0.111,-7.907,1,0.0314,139.813,4,0.0574,55,country
Shoot Me Straight - Radio Edit,Brothers Osborne,0.0076599999999999,0.636,207053,0.784,1.07e-5,2,0.0806,-6.01,1,0.0454,96.996,4,0.613,62,country
While You Still Can,Brothers Osborne,0.361,0.5710000000000001,224827,0.498,0.0101,9,0.1,-9.712,1,0.0283,87.962,4,0.556,54,country
Man Card,Buddy Brown,0.0204,0.5710000000000001,229800,0.519,2.25e-6,4,0.0875,-7.612999999999999,1,0.0444,82.051,4,0.609,43,country
East Side Restaurant,Caitlyn Smith,0.4,0.287,240400,0.172,6.81e-6,6,0.104,-8.99,0,0.0358,84.586,4,0.153,30,country
Scenes from a Corner Booth at Closing Time on a Tuesday,Caitlyn Smith,0.506,0.7140000000000001,202493,0.413,0.0,0,0.381,-8.337,1,0.0433,97.671,4,0.652,27,country
St. Paul,Caitlyn Smith,0.0377,0.644,236680,0.527,0.000111,6,0.165,-6.428999999999999,1,0.0292,116.867,4,0.415,29,country
Love That's Wild,Caleb Caudle,0.2189999999999999,0.38,179194,0.625,0.0001149999999999,0,0.107,-9.069,1,0.0467,73.584,4,0.346,11,country
Madelyn,Caleb Caudle,0.0238,0.479,201920,0.426,0.00129,4,0.67,-10.486,1,0.0298,75.995,4,0.3279999999999999,9,country
N.Y.C. In the Rain,Caleb Caudle,0.0361,0.653,233141,0.596,0.00109,10,0.217,-8.405,1,0.0262,117.046,4,0.267,19,country
Always And Forever,Canaan Smith,0.0188,0.648,174680,0.8029999999999999,0.0,10,0.0859,-6.357,1,0.0371,97.998,4,0.858,61,country
Backsliding,Carrie Underwood,0.0376,0.528,277800,0.703,0.0,7,0.0953,-4.273,1,0.0502,129.001,4,0.127,55,country
Drinking Alone,Carrie Underwood,0.0326,0.691,258293,0.732,0.0,5,0.0608,-3.715,0,0.0294,97.949,3,0.477,53,country
Ghosts On The Stereo,Carrie Underwood,0.00714,0.486,253600,0.825,0.0,4,0.3989999999999999,-3.807,1,0.0413,134.114,4,0.4039999999999999,52,country
The Champion - Bonus Track,Carrie Underwood,0.0529,0.529,222507,0.87,0.0,8,0.0946,-3.32,0,0.327,182.1,4,0.36,59,country
Lonesome as a Shadow,Charley Crockett,0.8440000000000001,0.662,148227,0.456,1.06e-6,6,0.0994,-5.946000000000001,1,0.0476,127.305,3,0.613,32,country
The Sky'd Become Teardrops,Charley Crockett,0.38,0.512,132520,0.511,0.00042,4,0.2319999999999999,-7.667000000000001,1,0.0423,129.915,4,0.642,33,country
Lions,Chase Rice,0.0052,0.47,246187,0.8240000000000001,0.0,3,0.0993,-5.078,0,0.0385,129.941,4,0.304,34,country
I Will,Chris Colston,0.114,0.496,233665,0.741,0.0,1,0.3,-4.829,1,0.0348,122.088,4,0.308,29,country
Drunk People,Chris Lane,0.0925,0.6659999999999999,197280,0.812,0.0,10,0.153,-4.782,1,0.0463,149.92700000000002,4,0.794,2,country
I Don't Know About You,Chris Lane,0.601,0.594,207933,0.8079999999999999,0.0,1,0.119,-5.749,1,0.0615,144.028,4,0.73,75,country
Good Good Father,Chris Tomlin,0.176,0.41,260747,0.622,0.0,9,0.11,-4.559,1,0.0281,144.998,3,0.239,49,country
Is He Worthy? - Live,Chris Tomlin,0.615,0.258,421600,0.481,0.0,3,0.2789999999999999,-6.792999999999999,1,0.0323,145.747,4,0.17,43,country
Praise Him Forever,Chris Tomlin,0.00413,0.4479999999999999,293733,0.895,0.0,9,0.0752,-4.265,1,0.0886,130.078,4,0.205,48,country
Praise Is The Highway - Live,Chris Tomlin,0.255,0.237,279960,0.687,0.0,10,0.114,-6.956,1,0.0499,153.87,4,0.217,34,country
Satisfied,Chris Tomlin,0.0166,0.5720000000000001,213013,0.7859999999999999,0.0,1,0.0378,-3.628,1,0.0442,87.991,4,0.381,47,country
American Dreamin',Christina Taylor,0.109,0.4039999999999999,224053,0.773,0.0,3,0.358,-4.486000000000001,1,0.0382,151.845,4,0.3939999999999999,19,country
Big Last Name,Cody Jinks,0.000325,0.4629999999999999,177027,0.954,1.95e-5,6,0.86,-5.202000000000001,0,0.0771,164.51,4,0.7090000000000001,44,country
Ain't Nothin' to It,Cody Johnson,0.132,0.514,202360,0.618,0.00078,10,0.0921,-5.672999999999999,1,0.0268,139.977,4,0.311,61,country
Fenceposts,Cody Johnson,0.31,0.455,177040,0.628,1.87e-6,7,0.2269999999999999,-6.246,1,0.0272,160.001,4,0.402,33,country
Money - featuring Mitchell Tenpenny,Cold Creek County,0.161,0.596,172758,0.763,0.0,6,0.28,-6.047000000000001,1,0.0359,143.975,4,0.674,51,country
I Don't Want You,Corey Hunt Band,0.0012,0.6409999999999999,172619,0.6,2.57e-5,6,0.1989999999999999,-7.135,1,0.0302,124.965,4,0.757,0,country
Crying Silk,Country Sweet Harmony,0.0506,0.5539999999999999,133806,0.385,0.831,1,0.256,-15.121,1,0.0308,116.407,4,0.303,0,country
One Kiss,Country Sweet Harmony,0.104,0.457,149702,0.731,0.7290000000000001,10,0.165,-16.662,0,0.0449,116.396,4,0.61,0,country
Trimmings,Country Sweet Harmony,0.000762,0.532,117114,0.7140000000000001,0.62,1,0.133,-13.923,0,0.0307,116.372,4,0.491,0,country
Outskirts of Heaven,Craig Campbell,0.3329999999999999,0.497,244267,0.434,3.11e-6,0,0.108,-5.73,1,0.0296,115.749,3,0.266,60,country
See You Try,Craig Campbell,0.123,0.5579999999999999,182240,0.785,0.0,4,0.413,-5.417000000000001,1,0.0843,164.015,4,0.599,58,country
Silent Night,Craig Campbell,0.851,0.598,259003,0.0434,0.0,1,0.105,-12.925,1,0.03,90.082,3,0.293,22,country
Red Neck Sonsabitches,Craig Gerdes,0.5660000000000001,0.511,215733,0.852,7.62e-5,4,0.126,-5.18,1,0.0934,126.41,4,0.636,18,country
Killing Me Nice and Slow,Dallas Moore,0.0133,0.478,173184,0.951,0.000117,9,0.0833,-3.983,1,0.0758,156.02100000000002,4,0.836,17,country
Kisses from You,Dallas Moore,0.0621,0.446,265815,0.585,0.0,2,0.108,-4.843,1,0.0275,110.911,3,0.309,13,country
Mr. Honky Tonk,Dallas Moore,0.0435,0.627,168539,0.8740000000000001,0.0,2,0.161,-3.962,1,0.0382,158.012,4,0.892,18,country
Shoot out the Lights,Dallas Moore,0.0153,0.316,231299,0.845,0.0,4,0.626,-5.774,1,0.115,207.854,4,0.5589999999999999,21,country
Make or Break,Dan + Shay,0.0409,0.574,155240,0.873,0.0,5,0.193,-3.922,1,0.0692,126.041,4,0.503,60,country
Stupid Love,Dan + Shay,0.133,0.6890000000000001,194693,0.545,0.0,0,0.284,-4.303999999999999,1,0.0383,170.01,4,0.732,61,country
Tequila - Acoustic,Dan + Shay,0.1119999999999999,0.461,195320,0.6579999999999999,0.0,11,0.113,-5.752000000000001,1,0.0385,171.83900000000003,4,0.5660000000000001,52,country
Tequila - Recorded at Sound Stage Studios Nashville,Dan + Shay,0.0398,0.629,174973,0.741,0.0,11,0.361,-6.598,1,0.0378,89.994,3,0.517,58,country
Shallow,Danielle Bradbery,0.2319999999999999,0.561,207747,0.6729999999999999,0.0,7,0.0829,-4.186,1,0.0278,95.989,4,0.326,60,country
Happy New Year & Auld Lang Syne,Darrell John,0.917,0.375,171405,0.15,1.19e-5,5,0.108,-11.824000000000002,1,0.0359,75.14399999999999,4,0.108,21,country
I Don't Know How,Darrell John,0.0926,0.6990000000000001,237963,0.66,0.0205,4,0.151,-8.759,1,0.0256,125.025,4,0.5539999999999999,25,country
Open Door,Darrell John,0.145,0.6759999999999999,275211,0.585,0.0319,6,0.1119999999999999,-11.399,1,0.0318,155.976,4,0.638,19,country
Roads That Wind,Darrell John,0.526,0.5770000000000001,207305,0.425,0.00755,8,0.177,-11.692,1,0.0287,147.999,3,0.473,21,country
Vacation,Darrell John,0.131,0.7440000000000001,231999,0.635,0.0283,2,0.0984,-8.683,1,0.0789,164.09,4,0.61,21,country
Smith Hill 2018,Deer Tick,0.36,0.291,201507,0.63,0.0,2,0.185,-8.025,1,0.035,202.261,3,0.413,27,country
Dark Horse,Devin Dawson,0.369,0.5429999999999999,211627,0.625,0.0,6,0.128,-4.558,0,0.0281,152.033,4,0.335,56,country
Dip,Devin Dawson,0.123,0.5710000000000001,202533,0.945,0.0,4,0.244,-4.582,0,0.366,179.90400000000002,4,0.508,36,country
Dip - Songs in the Key of F - Live,Devin Dawson,0.0454,0.736,183373,0.782,0.0,10,0.0324,-4.883,0,0.0621,90.02799999999999,4,0.746,28,country
Symptoms,Devin Dawson,0.401,0.589,241467,0.584,0.0,2,0.313,-6.664,0,0.0425,112.125,4,0.366,45,country
Son Of The Sun,Dierks Bentley,0.0712,0.507,190253,0.754,4.51e-5,9,0.318,-6.921,1,0.0324,81.984,4,0.5820000000000001,46,country
Dumb Blonde,Dolly Parton,0.659,0.621,150447,0.565,0.0,7,0.1159999999999999,-8.033,1,0.0311,79.922,4,0.775,47,country
Dumb Blonde - from the Dumplin' Original Motion Picture Soundtrack,Dolly Parton,0.415,0.555,154880,0.64,7.42e-6,7,0.0953,-5.081,1,0.0259,78.946,4,0.828,51,country
Here You Come Again - from the Dumplin' Original Motion Picture Soundtrack,Dolly Parton,0.606,0.485,208280,0.22,0.0,5,0.151,-7.886,1,0.0296,80.692,4,0.153,49,country
The Last Word in Lonesome is Me (feat. Alison Krauss),Dolly Parton,0.619,0.5670000000000001,185867,0.357,0.0,4,0.0964,-9.385,1,0.0259,88.774,3,0.3279999999999999,33,country
Two Doors Down - from the Dumplin' Original Motion Picture Soundtrack,Dolly Parton,0.205,0.672,246747,0.53,0.000148,11,0.122,-6.212999999999999,1,0.0367,97.899,4,0.636,49,country
Ain’t Our Time To Die,Dorothy,0.0103,0.37,248227,0.75,0.00243,2,0.3289999999999999,-5.145,1,0.0413,177.892,4,0.589,37,country
Black Tar & Nicotine,Dorothy,0.226,0.4589999999999999,225080,0.57,8.06e-6,6,0.142,-5.863,1,0.031,129.789,4,0.3979999999999999,36,country
Canoe,Dust Collectors,0.648,0.684,109630,0.444,0.893,1,0.0985,-12.602,1,0.298,81.185,4,0.435,41,country
Good Girl - Acoustic,Dustin Lynch,0.826,0.6759999999999999,190827,0.405,0.0,7,0.0969,-6.727,1,0.0657,159.95600000000002,4,0.826,45,country
Can't Take Her Anywhere (Stripped),Dylan Scott,0.0323,0.6409999999999999,172320,0.8190000000000001,0.0,1,0.0923,-6.271,0,0.215,174.148,4,0.773,34,country
Nobody (Stripped),Dylan Scott,0.389,0.35,169500,0.58,0.0,0,0.115,-5.696000000000001,1,0.0374,78.42399999999999,4,0.405,47,country
Willie Nelson's Wall,Eleven Hundred Springs,0.147,0.687,198358,0.7140000000000001,0.000331,2,0.0885,-5.084,1,0.0252,103.96,4,0.746,22,country
Crazy Girl,Eli Young Band,0.000395,0.376,201707,0.657,0.0178,4,0.268,-3.837,1,0.031,151.046,3,0.265,29,country
Crazy Girl - Acoustic,Eli Young Band,0.02,0.2739999999999999,187713,0.652,0.0,4,0.225,-4.638999999999999,1,0.0356,151.398,3,0.322,51,country
Even If It Breaks Your Heart,Eli Young Band,0.0001159999999999,0.6729999999999999,220693,0.528,0.0158,0,0.0951,-4.713,1,0.0306,104.024,4,0.63,30,country
The Road,Emerson Drive,0.0375,0.551,215878,0.87,0.0,1,0.0905,-4.147,1,0.0514,148.09,4,0.5379999999999999,41,country
Plastic Hamburgers,Fantastic Negrito,0.0255,0.634,217451,0.779,0.00103,9,0.342,-6.607,1,0.0361,82.00299999999999,4,0.562,29,country
Love That About You,Filmore,0.0463,0.552,157422,0.573,0.0,9,0.105,-6.585,1,0.0948,182.14,4,0.525,70,country
Blue Water,George Strait,0.365,0.613,221840,0.755,0.0,4,0.193,-5.234,1,0.025,84.00299999999999,4,0.637,61,country
Hillbilly Shoes (20 Years of Hits Version),Granger Smith,0.0285,0.649,190507,0.7609999999999999,8.81e-6,7,0.133,-5.269,1,0.0396,115.999,4,0.754,9,country
Holler,Granger Smith,0.000908,0.605,182489,0.703,0.0105,5,0.0979,-6.185,0,0.0429,120.071,4,0.414,61,country
I'm a Fan,Granger Smith,0.0305,0.536,181800,0.845,2.33e-5,5,0.106,-5.162999999999999,1,0.0484,96.016,4,0.544,47,country
Never Too Old,Granger Smith,0.0878,0.611,209680,0.8320000000000001,0.0,0,0.24,-6.2010000000000005,1,0.0444,109.488,4,0.506,32,country
You're In It - Remix,Granger Smith,0.196,0.588,183533,0.5589999999999999,0.0,11,0.0983,-6.285,1,0.1889999999999999,112.045,4,0.655,31,country
I'LL QUIT LOVIN' YOU,HARDY,0.166,0.4679999999999999,207298,0.764,2.14e-6,8,0.0902,-4.918,1,0.03,136.10299999999998,4,0.39,48,country
REDNECKER,HARDY,0.0506,0.5379999999999999,201832,0.7509999999999999,9.52e-5,7,0.1,-5.472,1,0.0343,143.964,4,0.51,62,country
All Out,Haley & Michaels,0.0077599999999999,0.556,175067,0.866,0.0201,11,0.439,-6.292999999999999,0,0.0405,99.969,4,0.529,45,country
Home And A Hometown,Hannah Ellis,0.00412,0.492,192150,0.816,2.17e-6,11,0.155,-5.268,1,0.0544,94.7,4,0.5820000000000001,41,country
Passing Clouds,Hiss Golden Messenger,0.223,0.64,251080,0.447,0.0869,6,0.121,-11.929,0,0.108,78.943,4,0.49,41,country
This Christmas,Hunter Hayes,0.179,0.44,171910,0.647,1.3e-6,2,0.0677,-10.12,1,0.0686,178.125,4,0.737,28,country
Babylon,Jackson Penn,0.703,0.607,232192,0.376,0.000321,10,0.0772,-10.488,1,0.0395,107.881,4,0.0937,30,country
Bourbon on a Broken Heart,Jacob Powell,0.322,0.555,161640,0.4539999999999999,5.88e-5,11,0.0987,-5.55,1,0.067,159.94,4,0.405,17,country
Wagoneer,Jacob Powell,0.071,0.778,176040,0.63,5.9e-5,4,0.103,-6.23,1,0.0268,103.966,4,0.792,14,country
Ain't Here To Talk,Jake Owen,0.311,0.578,221667,0.957,0.005,0,0.102,-3.719,1,0.0604,87.993,4,0.862,53,country
Grass Is Always Greener (feat. Kid Rock),Jake Owen,0.37,0.489,188360,0.853,0.0,10,0.141,-3.996,1,0.0741,158.023,4,0.878,55,country
Señorita (feat. Lele Pons),Jake Owen,0.624,0.6609999999999999,180053,0.711,0.0,3,0.19,-5.63,1,0.0382,140.053,4,0.884,61,country
That's On Me,Jake Owen,0.603,0.659,175213,0.695,4.98e-5,2,0.21,-4.486000000000001,1,0.0291,90.01,4,0.5770000000000001,54,country
Better At Being Who I Am,Jason Aldean,0.165,0.514,199760,0.7709999999999999,0.0003689999999999,7,0.2689999999999999,-5.54,1,0.0284,133.974,4,0.361,54,country
Like You Were Mine,Jason Aldean,0.0404,0.6,192253,0.8690000000000001,1.32e-5,11,0.184,-4.902,0,0.0389,136.115,4,0.598,54,country
Mercy We Can't Go Beyond,Jason Crabb,0.122,0.5720000000000001,274827,0.8809999999999999,0.0,2,0.281,-2.283,1,0.0544,120.03,4,0.541,17,country
Elephant - Live,Jason Isbell and the 400 Unit,0.7040000000000001,0.476,284229,0.273,0.000337,6,0.74,-12.535,1,0.032,123.695,4,0.362,38,country
White Man's World - Live,Jason Isbell and the 400 Unit,0.273,0.47,250697,0.6659999999999999,0.00704,11,0.7709999999999999,-8.888,0,0.0762,78.032,4,0.3339999999999999,36,country
Having Been Is No Way To Be,Jeff Tweedy,0.514,0.7120000000000001,274907,0.337,0.275,5,0.107,-12.425,1,0.0297,130.245,4,0.407,46,country
Can't Go Home,Jelly Roll,0.109,0.69,229939,0.732,0.0,9,0.104,-5.989,1,0.096,119.893,4,0.317,54,country
Echoes,Jelly Roll,0.385,0.606,237180,0.6829999999999999,0.0,9,0.104,-8.78,0,0.24,149.791,4,0.519,48,country
Fall in the Fall,Jelly Roll,0.158,0.71,249302,0.779,0.0,4,0.0997,-6.954,0,0.0472,129.093,4,0.366,60,country
Go Back,Jelly Roll,0.233,0.687,216053,0.612,0.0,6,0.114,-6.29,0,0.213,139.99,4,0.544,47,country
Love Won (feat. Shooter Jennings),Jelly Roll,0.185,0.76,221464,0.608,0.0,9,0.165,-6.942,0,0.151,130.00799999999998,3,0.349,50,country
Southern Hospitality,Jelly Roll,0.1,0.8170000000000001,274678,0.606,0.0,6,0.185,-7.933,0,0.177,129.933,3,0.39,51,country
Still Falling,Jelly Roll,0.426,0.737,200417,0.6890000000000001,0.0,11,0.356,-7.602,0,0.1009999999999999,95.989,4,0.715,38,country
Fightin´ For The U.S.A.,Jerry Reed,0.7659999999999999,0.532,131936,0.972,0.0,1,0.109,-3.42,1,0.118,93.597,4,0.6859999999999999,24,country
21,Jimmie Allen,0.074,0.5529999999999999,168853,0.7509999999999999,0.0,7,0.135,-5.854,1,0.0292,109.992,4,0.4379999999999999,37,country
American Heartbreaker,Jimmie Allen,0.0203,0.6679999999999999,168560,0.7440000000000001,0.0,11,0.122,-4.886,1,0.0316,94.015,4,0.8220000000000001,39,country
Boy Gets a Truck,Jimmie Allen,0.0261,0.556,207333,0.908,0.0,2,0.301,-3.957,1,0.05,114.979,4,0.563,36,country
High Life,Jimmie Allen,0.159,0.529,196147,0.8270000000000001,0.0,0,0.0989,-3.639,1,0.0432,156.02100000000002,4,0.623,36,country
Underdogs,Jimmie Allen,0.0353,0.644,176387,0.7929999999999999,0.0,2,0.105,-4.581,1,0.039,142.019,3,0.632,44,country
I Love You This Much,Jimmy Wayne,0.293,0.5870000000000001,241667,0.386,0.0,2,0.152,-10.043,1,0.0271,76.008,4,0.2689999999999999,7,country
Sing Me Back Home,Joe Nichols,0.23,0.288,228645,0.2689999999999999,0.109,7,0.0911,-9.677,1,0.0283,77.79,4,0.0853,14,country
There's No Gettin' Over Me,Joe Nichols,0.136,0.4639999999999999,190783,0.7490000000000001,0.000539,6,0.312,-5.724,0,0.0294,201.977,4,0.942,17,country
Working Man,John Conlee,0.519,0.6890000000000001,252933,0.366,0.0,0,0.141,-9.251,1,0.0289999999999999,127.278,4,0.491,30,country
Home With Her,John Gurney,0.1369999999999999,0.731,179231,0.614,1.3e-5,7,0.151,-7.525,0,0.0628,80.025,4,0.508,68,country
That's How You Got It,John Gurney,0.00181,0.6729999999999999,184747,0.6829999999999999,1.06e-5,4,0.099,-4.224,1,0.0321,89.984,4,0.8240000000000001,69,country
Dear Abby,John Prine,0.569,0.336,261307,0.317,0.000151,11,0.852,-19.775,1,0.0524,176.80700000000002,3,0.6759999999999999,8,country
If You Don't Want My Love,John Prine,0.406,0.487,185267,0.187,0.00151,1,0.0787,-16.070999999999998,1,0.0339,59.744,4,0.313,7,country
Knockin' on Your Screen Door,John Prine,0.373,0.583,139893,0.589,5.2e-5,11,0.1369999999999999,-11.167,1,0.0609,174.247,4,0.895,50,country
Nine Pound Hammer,John Prine,0.231,0.51,182533,0.6659999999999999,2.8300000000000003e-5,7,0.221,-12.655,1,0.0304,169.553,4,0.884,4,country
Paradise,John Prine,0.792,0.583,195600,0.239,0.0,2,0.1989999999999999,-13.85,1,0.0293,81.528,3,0.512,9,country
Pretty Good,John Prine,0.154,0.581,216867,0.455,3.9500000000000005e-5,7,0.619,-14.154000000000002,1,0.0319,129.94299999999998,4,0.621,10,country
Souvenirs,John Prine,0.8420000000000001,0.522,213573,0.457,3.44e-5,7,0.0718,-11.809,1,0.03,159.222,4,0.669,5,country
The Accident (Things Could Be Worse),John Prine,0.706,0.523,200693,0.3,0.0,7,0.355,-13.944,1,0.0243,81.19800000000001,3,0.522,6,country
Prob'ly At A Bar,Jon Langston,0.0527,0.5529999999999999,202747,0.723,0.0,6,0.0851,-4.476,1,0.0321,137.96,4,0.579,66,country
Selfish,Jordan Davis,0.118,0.752,192955,0.655,0.000297,8,0.0909,-6.07,1,0.0366,89.97,4,0.669,54,country
Singles You Up - Stripped,Jordan Davis,0.1639999999999999,0.716,180613,0.76,0.0,7,0.127,-5.126,1,0.0299,100.002,4,0.695,42,country
Sundowners,Jordan Davis,0.0864,0.57,194602,0.727,0.0,6,0.144,-4.921,0,0.0297,127.992,4,0.382,49,country
Tough To Tie Down,Jordan Davis,0.128,0.59,190827,0.779,1.81e-6,11,0.104,-5.044,1,0.0389,105.019,4,0.534,53,country
Nothin' Like Us,Josh Gracin,0.00379,0.527,199242,0.856,0.0,10,0.13,-4.239,1,0.0629,74.972,4,0.573,41,country
Back From Gone,Josh Turner,0.629,0.305,269320,0.384,0.0,1,0.115,-8.162,1,0.0313,70.005,4,0.2319999999999999,47,country
All I Want,Kaio Kane,0.0153,0.75,151693,0.551,0.000246,6,0.131,-7.859,1,0.305,155.041,4,0.34,1,country
Heaven - Acoustic,Kane Brown,0.0762,0.6920000000000001,174586,0.7090000000000001,1.64e-6,9,0.103,-5.888999999999999,1,0.03,80.015,4,0.662,60,country
